Date,Store ID,Product ID,Category,Region,Weather Condition,Seasonality,Units Sold,Price,Discount,Inventory Level,Demand Forecast,Holiday/Promotion,Competitor Pricing,Location,month,season
2023-02-01,S2,P879,Produce,West,Sunny,Medium,103,7.54,0.25,168,111,0,4.22,Bristol,2,Winter
2023-02-01,S3,P307,Beverages,North,Rainy,High,146,4.08,0.23,146,139,0,5.75,Leeds,2,Winter
2023-02-01,S3,P253,Bakery,South,Cloudy,High,100,6.53,0.14,960,100,0,3.45,London,2,Winter
2023-02-01,S3,P596,Dairy,West,Sunny,High,114,1.65,0.26,246,104,0,6.24,Manchester,2,Winter
2023-02-01,S3,P846,Snacks,East,Cloudy,High,118,1.9,0.01,698,127,0,1.44,Norwich,2,Winter
2023-02-01,S3,P438,Produce,East,Sunny,Medium,79,1.14,0.03,176,78,0,3.13,Norwich,2,Winter
2023-02-01,S4,P723,Beverages,East,Stormy,Low,118,9.87,0.17,118,152,0,1.99,Norwich,2,Winter
2023-02-01,S4,P549,Bakery,West,Sunny,Medium,115,7.37,0.14,287,112,0,2.27,Bristol,2,Winter
2023-02-01,S4,P236,Dairy,South,Sunny,High,114,7.54,0.17,123,122,0,2.48,London,2,Winter
2023-02-01,S4,P899,Snacks,South,Rainy,Low,155,7.67,0.09,519,153,0,7.19,London,2,Winter
2023-02-01,S4,P354,Produce,West,Rainy,Medium,104,6.42,0.17,691,104,0,1.79,Bristol,2,Winter
2023-02-01,S5,P287,Beverages,North,Rainy,Medium,151,3.54,0.11,540,141,0,4.05,Leeds,2,Winter
2023-02-01,S5,P896,Bakery,West,Stormy,Low,114,7.75,0.13,237,115,0,1.28,Bristol,2,Winter
2023-02-01,S5,P927,Dairy,East,Stormy,Medium,126,4.08,0.28,352,116,0,4.53,Norwich,2,Winter
2023-02-01,S5,P359,Snacks,South,Rainy,Medium,90,3.37,0.01,123,94,0,7.03,London,2,Winter
2023-02-01,S5,P943,Produce,North,Sunny,Medium,87,8.69,0.08,966,95,0,4.74,Leeds,2,Winter
2023-02-02,S1,P927,Beverages,South,Sunny,Low,116,9.46,0.27,206,107,0,9.58,London,2,Winter
2023-02-02,S1,P778,Bakery,East,Cloudy,Medium,102,8.71,0.28,416,107,0,4.53,Norwich,2,Winter
2023-02-02,S1,P259,Dairy,West,Sunny,Low,144,7.23,0.11,817,146,0,3.13,Manchester,2,Winter
2023-02-02,S1,P774,Snacks,East,Sunny,High,81,6.53,0.25,243,79,0,9.22,Manchester,2,Winter
2023-02-02,S1,P397,Produce,North,Sunny,High,77,6.14,0.12,331,82,0,2.77,Leeds,2,Winter
2023-02-02,S2,P845,Beverages,North,Rainy,Medium,150,4.37,0.05,981,146,0,4.22,Leeds,2,Winter
2023-02-02,S2,P725,Bakery,West,Cloudy,Medium,120,8.84,0.0,467,129,0,6.83,Bristol,2,Winter
2023-02-02,S2,P265,Dairy,South,Sunny,Medium,68,8.99,0.03,601,75,0,4.45,London,2,Winter
2023-02-02,S2,P978,Snacks,North,Sunny,Low,128,4.97,0.15,383,129,0,9.84,Leeds,2,Winter
2023-02-02,S2,P632,Produce,West,Sunny,Low,100,8.04,0.23,226,105,0,9.93,Bristol,2,Winter
2023-02-02,S3,P508,Beverages,East,Sunny,Medium,100,5.84,0.01,100,147,0,7.92,Norwich,2,Winter
2023-02-02,S3,P334,Bakery,North,Sunny,Medium,119,7.41,0.05,986,109,1,3.35,Leeds,2,Winter
2023-02-02,S3,P981,Dairy,East,Rainy,Low,105,3.92,0.29,690,107,0,2.1,Norwich,2,Winter
2023-02-02,S3,P128,Snacks,North,Sunny,Medium,90,4.27,0.19,204,91,0,2.31,Leeds,2,Winter
2023-02-02,S3,P784,Produce,South,Stormy,Medium,75,2.54,0.02,466,80,0,9.04,London,2,Winter
2023-02-02,S4,P549,Beverages,East,Cloudy,Low,176,1.35,0.26,832,177,0,9.84,Norwich,2,Winter
2023-02-02,S4,P232,Bakery,East,Sunny,Low,118,9.84,0.19,769,114,0,1.32,Norwich,2,Winter
2023-02-02,S4,P480,Dairy,North,Stormy,Medium,96,7.59,0.21,226,93,0,7.78,Leeds,2,Winter
2023-02-02,S4,P643,Snacks,West,Sunny,Low,90,6.94,0.04,569,97,1,6.48,Bristol,2,Winter
2023-02-02,S4,P293,Produce,South,Rainy,Low,116,3.63,0.21,764,122,0,7.19,London,2,Winter
2023-02-02,S5,P253,Beverages,West,Rainy,Low,133,7.24,0.01,604,126,0,8.59,Bristol,2,Winter
2023-02-02,S5,P774,Bakery,West,Rainy,Medium,117,5.26,0.19,749,109,0,2.86,Bristol,2,Winter
2023-02-02,S5,P515,Dairy,West,Rainy,Medium,83,1.1,0.23,170,90,0,4.18,Bristol,2,Winter
2023-02-02,S5,P342,Snacks,South,Cloudy,High,113,8.66,0.23,955,114,0,4.12,London,2,Winter
2023-02-02,S5,P362,Produce,North,Sunny,High,115,3.44,0.14,687,116,0,2.15,Leeds,2,Winter
2023-02-03,S1,P418,Beverages,North,Cloudy,Low,162,2.65,0.19,185,171,0,6.69,Leeds,2,Winter
2023-02-03,S1,P615,Bakery,South,Sunny,High,113,2.88,0.07,174,111,0,7.59,London,2,Winter
2023-02-03,S1,P797,Dairy,South,Cloudy,Medium,88,9.38,0.29,606,81,0,2.92,London,2,Winter
2023-02-03,S1,P563,Snacks,West,Rainy,High,141,9.78,0.16,870,131,0,2.72,Bristol,2,Winter
2023-02-03,S1,P919,Produce,East,Cloudy,Medium,72,4.48,0.29,767,65,0,2.79,Norwich,2,Winter
2023-02-03,S2,P933,Beverages,South,Cloudy,Medium,130,3.52,0.22,502,137,0,5.77,London,2,Winter
2023-02-03,S2,P506,Bakery,North,Rainy,High,134,1.26,0.1,513,127,0,9.4,Leeds,2,Winter
2023-02-03,S2,P406,Dairy,South,Cloudy,Medium,98,7.13,0.02,935,97,0,7.22,London,2,Winter
2023-02-03,S2,P307,Snacks,South,Sunny,Medium,106,1.33,0.17,477,110,0,3.75,London,2,Winter
2023-02-03,S2,P188,Produce,East,Rainy,High,88,7.41,0.12,270,96,0,6.15,Norwich,2,Winter
2023-02-03,S3,P325,Beverages,North,Sunny,Medium,160,4.39,0.11,794,150,0,1.97,Leeds,2,Winter
2023-02-03,S3,P679,Bakery,West,Cloudy,Medium,119,3.59,0.07,662,123,0,1.51,Bristol,2,Winter
2023-02-03,S3,P794,Dairy,West,Sunny,Low,72,9.96,0.09,516,71,0,2.84,Bristol,2,Winter
2023-02-03,S3,P898,Snacks,West,Sunny,Medium,93,4.16,0.23,816,93,0,6.19,Bristol,2,Winter
2023-02-03,S3,P579,Produce,South,Sunny,High,91,2.0,0.12,445,82,0,2.14,London,2,Winter
2023-02-03,S4,P970,Beverages,South,Cloudy,High,134,1.96,0.21,850,125,0,7.6,London,2,Winter
2023-02-03,S4,P874,Bakery,North,Cloudy,Low,127,5.96,0.11,350,136,0,4.81,Leeds,2,Winter
2023-02-03,S4,P818,Dairy,West,Sunny,Medium,82,5.93,0.21,168,74,0,1.44,Bristol,2,Winter
2023-02-03,S4,P692,Snacks,South,Rainy,Low,103,4.71,0.1,808,95,0,7.01,London,2,Winter
2023-02-03,S4,P546,Produce,East,Cloudy,High,74,8.74,0.08,746,75,0,8.14,Manchester,2,Winter
2023-02-03,S5,P275,Beverages,East,Cloudy,Low,185,6.91,0.11,403,188,0,1.56,Norwich,2,Winter
2023-02-03,S5,P814,Bakery,East,Sunny,High,79,1.3,0.04,848,77,0,4.02,Norwich,2,Winter
2023-02-03,S5,P746,Dairy,West,Cloudy,High,108,8.17,0.04,672,107,0,1.67,Bristol,2,Winter
2023-02-03,S5,P631,Snacks,South,Cloudy,Low,125,8.47,0.29,665,121,0,8.46,London,2,Winter
2023-02-03,S5,P717,Produce,North,Rainy,Low,101,2.12,0.18,761,109,0,4.04,Leeds,2,Winter
2023-02-04,S1,P806,Beverages,East,Sunny,Low,151,4.56,0.09,410,160,0,2.55,Manchester,2,Winter
2023-02-04,S1,P586,Bakery,North,Rainy,Low,92,4.97,0.02,438,85,0,7.34,Leeds,2,Winter
2023-02-04,S1,P139,Dairy,East,Sunny,Low,79,6.1,0.12,359,86,1,5.38,Norwich,2,Winter
2023-02-04,S1,P440,Snacks,North,Rainy,Low,96,2.12,0.01,829,100,1,7.78,Leeds,2,Winter
2023-02-04,S1,P745,Produce,West,Cloudy,Low,110,8.51,0.15,180,110,0,3.86,Bristol,2,Winter
2023-02-04,S2,P652,Beverages,North,Sunny,Medium,148,10.0,0.25,499,141,0,5.08,Leeds,2,Winter
2023-02-04,S2,P581,Bakery,West,Sunny,Medium,82,2.41,0.13,897,89,0,5.84,Bristol,2,Winter
2023-02-04,S2,P257,Dairy,South,Sunny,Low,105,6.18,0.13,629,106,0,6.28,London,2,Winter
2023-02-04,S2,P788,Snacks,South,Rainy,Medium,78,5.23,0.29,976,71,0,9.63,London,2,Winter
2023-02-04,S2,P470,Produce,North,Sunny,Medium,120,4.22,0.08,403,119,1,5.49,Leeds,2,Winter
2023-02-04,S3,P474,Beverages,North,Cloudy,Low,155,4.82,0.02,591,163,0,5.04,Leeds,2,Winter
2023-02-04,S3,P399,Bakery,East,Cloudy,Medium,105,9.6,0.27,107,97,0,7.85,Norwich,2,Winter
2023-02-04,S3,P835,Dairy,North,Sunny,Medium,96,8.05,0.08,990,86,1,3.78,Leeds,2,Winter
2023-02-04,S3,P304,Snacks,East,Cloudy,Low,116,3.4,0.15,639,125,0,5.05,Manchester,2,Winter
2023-02-04,S3,P850,Produce,East,Sunny,Low,80,2.62,0.21,241,85,0,2.06,Norwich,2,Winter
2023-02-04,S4,P181,Beverages,East,Cloudy,Medium,185,7.58,0.28,539,177,0,6.79,Norwich,2,Winter
2023-02-04,S4,P187,Bakery,North,Sunny,Medium,121,5.79,0.19,344,125,0,4.93,Leeds,2,Winter
2023-02-04,S4,P947,Dairy,East,Sunny,Low,115,3.54,0.13,912,105,1,7.49,Norwich,2,Winter
2023-02-04,S4,P402,Snacks,North,Sunny,Low,118,1.82,0.15,561,115,1,1.78,Leeds,2,Winter
2023-02-04,S4,P523,Produce,North,Stormy,Low,115,9.8,0.3,376,107,0,1.2,Leeds,2,Winter
2023-02-04,S5,P406,Beverages,East,Rainy,High,175,8.08,0.03,671,183,1,3.59,Norwich,2,Winter
2023-02-04,S5,P277,Bakery,East,Cloudy,Medium,121,3.87,0.08,156,125,0,3.37,Norwich,2,Winter
2023-02-04,S5,P424,Dairy,North,Sunny,Medium,95,5.84,0.01,615,91,0,6.6,Leeds,2,Winter
2023-02-04,S5,P754,Snacks,North,Sunny,Medium,76,6.19,0.05,703,85,0,8.99,Leeds,2,Winter
2023-02-04,S5,P645,Produce,West,Rainy,High,65,8.34,0.24,495,67,0,9.72,Bristol,2,Winter
2023-02-05,S1,P462,Beverages,South,Sunny,Low,169,9.94,0.17,333,167,0,7.95,London,2,Winter
2023-02-05,S1,P408,Bakery,West,Cloudy,Medium,99,5.88,0.28,296,104,0,2.82,Bristol,2,Winter
2023-02-05,S1,P652,Dairy,South,Sunny,Low,120,3.53,0.3,809,114,0,2.56,London,2,Winter
2023-02-05,S1,P492,Snacks,West,Sunny,Low,86,1.17,0.24,410,80,0,7.87,Bristol,2,Winter
2023-02-05,S1,P114,Produce,East,Sunny,Low,93,7.63,0.18,144,87,0,5.89,Norwich,2,Winter
2023-02-05,S2,P292,Beverages,North,Sunny,Medium,149,7.78,0.25,427,153,0,4.67,Leeds,2,Winter
2023-02-05,S2,P990,Bakery,North,Sunny,Low,97,4.33,0.1,740,100,0,9.13,Leeds,2,Winter
2023-02-05,S2,P683,Dairy,South,Stormy,Low,124,1.18,0.18,188,132,0,3.55,London,2,Winter
2023-02-05,S2,P345,Snacks,East,Sunny,High,100,5.88,0.29,902,99,0,8.2,Norwich,2,Winter
2023-02-05,S2,P574,Produce,East,Cloudy,Low,75,5.92,0.17,197,65,0,9.34,Norwich,2,Winter
2023-02-05,S3,P671,Beverages,South,Sunny,Low,113,4.71,0.07,177,106,0,4.97,London,2,Winter
2023-02-05,S3,P547,Bakery,West,Sunny,Low,96,4.71,0.01,342,91,0,6.03,Manchester,2,Winter
2023-02-05,S3,P640,Dairy,East,Rainy,Low,120,1.57,0.07,274,116,0,2.93,Manchester,2,Winter
2023-02-05,S3,P154,Snacks,West,Sunny,Medium,93,9.14,0.3,654,100,0,6.46,Bristol,2,Winter
2023-02-05,S3,P127,Produce,East,Sunny,Low,78,3.01,0.06,399,69,0,8.12,Manchester,2,Winter
2023-02-05,S4,P255,Beverages,South,Sunny,Low,127,4.15,0.19,201,121,0,3.36,London,2,Winter
2023-02-05,S4,P702,Bakery,West,Rainy,Low,53,7.51,0.24,159,45,0,8.5,Bristol,2,Winter
2023-02-05,S4,P973,Dairy,East,Cloudy,Medium,114,5.46,0.09,997,115,0,4.5,Norwich,2,Winter
2023-02-05,S4,P783,Snacks,West,Rainy,Medium,107,2.92,0.2,112,104,0,8.26,Bristol,2,Winter
2023-02-05,S4,P547,Produce,West,Sunny,High,85,1.81,0.18,902,76,0,4.89,Bristol,2,Winter
2023-02-05,S5,P672,Beverages,East,Sunny,Medium,146,7.85,0.14,860,140,0,6.49,Norwich,2,Winter
2023-02-05,S5,P601,Bakery,North,Sunny,High,91,3.95,0.06,403,100,0,2.02,Leeds,2,Winter
2023-02-05,S5,P334,Dairy,South,Sunny,Low,110,3.35,0.16,146,111,0,3.37,London,2,Winter
2023-02-05,S5,P803,Snacks,East,Cloudy,Low,93,7.94,0.11,321,95,0,3.78,Norwich,2,Winter
2023-02-05,S5,P640,Produce,East,Sunny,Low,88,2.05,0.06,838,94,0,9.06,Norwich,2,Winter
2023-02-06,S1,P259,Beverages,South,Rainy,Low,76,2.42,0.23,331,79,0,2.32,London,2,Winter
2023-02-06,S1,P555,Bakery,West,Sunny,Low,101,5.7,0.05,307,104,0,4.62,Bristol,2,Winter
2023-02-06,S1,P177,Dairy,West,Rainy,Medium,64,6.19,0.1,635,61,1,2.14,Bristol,2,Winter
2023-02-06,S1,P826,Snacks,South,Sunny,Medium,121,4.47,0.16,315,122,0,4.09,London,2,Winter
2023-02-06,S1,P795,Produce,East,Sunny,Medium,75,3.63,0.24,344,66,0,6.16,Norwich,2,Winter
2023-02-06,S2,P455,Beverages,South,Sunny,Low,171,2.14,0.06,781,170,0,4.95,London,2,Winter
2023-02-06,S2,P136,Bakery,North,Sunny,Low,96,2.12,0.06,630,92,0,1.94,Leeds,2,Winter
2023-02-06,S2,P862,Dairy,South,Cloudy,Medium,139,8.42,0.22,696,146,0,6.09,London,2,Winter
2023-02-06,S2,P610,Snacks,North,Sunny,Low,102,2.38,0.24,402,108,0,2.93,Leeds,2,Winter
2023-02-06,S2,P720,Produce,South,Stormy,High,116,5.92,0.11,475,120,0,7.28,London,2,Winter
2023-02-06,S3,P359,Beverages,West,Sunny,Low,156,3.68,0.18,802,157,0,6.21,Bristol,2,Winter
2023-02-06,S3,P997,Bakery,North,Sunny,Low,94,4.27,0.16,177,92,0,6.66,Leeds,2,Winter
2023-02-06,S3,P381,Dairy,South,Cloudy,Medium,93,1.75,0.14,828,95,1,6.43,London,2,Winter
2023-02-06,S3,P246,Snacks,West,Rainy,Low,108,6.54,0.25,265,111,0,1.05,Manchester,2,Winter
2023-02-06,S3,P745,Produce,North,Sunny,High,72,2.54,0.2,995,69,0,8.17,Leeds,2,Winter
2023-02-06,S4,P800,Beverages,West,Sunny,Low,139,5.16,0.12,582,141,0,8.29,Bristol,2,Winter
2023-02-06,S4,P538,Bakery,East,Cloudy,High,109,3.47,0.25,379,102,0,7.96,Norwich,2,Winter
2023-02-06,S4,P325,Dairy,South,Rainy,Low,69,4.07,0.24,626,75,0,5.05,London,2,Winter
2023-02-06,S4,P236,Snacks,East,Sunny,Medium,138,6.47,0.12,960,131,0,5.99,Norwich,2,Winter
2023-02-06,S4,P351,Produce,South,Rainy,Low,110,3.36,0.23,475,111,0,5.98,London,2,Winter
2023-02-06,S5,P991,Beverages,East,Sunny,High,156,3.27,0.06,608,157,0,6.62,Norwich,2,Winter
2023-02-06,S5,P952,Bakery,North,Stormy,Low,124,9.39,0.27,690,128,0,7.21,Leeds,2,Winter
2023-02-06,S5,P645,Dairy,South,Sunny,Low,98,6.22,0.09,817,88,0,6.94,London,2,Winter
2023-02-06,S5,P368,Snacks,South,Sunny,Low,154,8.32,0.01,506,147,0,8.15,London,2,Winter
2023-02-06,S5,P695,Produce,East,Rainy,Low,80,9.97,0.13,277,88,0,3.2,Norwich,2,Winter
2023-02-07,S1,P876,Beverages,North,Sunny,Medium,153,1.97,0.25,495,150,0,2.31,Leeds,2,Winter
2023-02-07,S1,P760,Bakery,South,Sunny,Medium,97,5.66,0.13,125,97,0,8.37,London,2,Winter
2023-02-07,S1,P853,Dairy,South,Sunny,Medium,142,9.56,0.26,969,134,0,3.66,London,2,Winter
2023-02-07,S1,P906,Snacks,East,Cloudy,Medium,102,5.18,0.08,240,93,1,4.28,Norwich,2,Winter
2023-02-07,S1,P308,Produce,East,Rainy,Low,50,6.94,0.25,389,40,0,7.87,Norwich,2,Winter
2023-02-07,S2,P476,Beverages,North,Sunny,Medium,173,3.96,0.04,217,180,1,3.03,Leeds,2,Winter
2023-02-07,S2,P376,Bakery,South,Rainy,High,84,2.08,0.14,156,77,0,9.43,London,2,Winter
2023-02-07,S2,P261,Dairy,West,Rainy,Low,95,4.16,0.28,464,97,0,3.0,Bristol,2,Winter
2023-02-07,S2,P927,Snacks,East,Cloudy,High,95,3.15,0.01,915,92,0,4.62,Norwich,2,Winter
2023-02-07,S2,P666,Produce,West,Sunny,Low,119,9.65,0.27,366,128,0,6.41,Bristol,2,Winter
2023-02-07,S3,P820,Beverages,North,Rainy,Medium,146,7.11,0.08,511,153,0,6.95,Leeds,2,Winter
2023-02-07,S3,P403,Bakery,North,Sunny,High,147,1.28,0.05,201,145,0,4.2,Leeds,2,Winter
2023-02-07,S3,P328,Dairy,North,Cloudy,Medium,116,2.67,0.19,887,116,0,2.52,Leeds,2,Winter
2023-02-07,S3,P736,Snacks,South,Sunny,Low,106,1.97,0.28,305,105,0,9.64,London,2,Winter
2023-02-07,S3,P564,Produce,East,Sunny,Low,68,3.57,0.08,123,62,0,1.68,Norwich,2,Winter
2023-02-07,S4,P119,Beverages,East,Rainy,Medium,142,7.05,0.14,219,144,0,1.0,Norwich,2,Winter
2023-02-07,S4,P868,Bakery,North,Cloudy,Medium,91,5.99,0.25,476,92,0,1.84,Leeds,2,Winter
2023-02-07,S4,P417,Dairy,West,Sunny,Medium,119,2.13,0.26,817,126,1,1.68,Bristol,2,Winter
2023-02-07,S4,P678,Snacks,South,Stormy,Low,95,3.17,0.17,496,95,0,6.68,London,2,Winter
2023-02-07,S4,P723,Produce,South,Rainy,High,103,5.79,0.08,793,103,0,5.51,London,2,Winter
2023-02-07,S5,P681,Beverages,West,Sunny,Medium,133,5.28,0.04,255,133,0,1.5,Bristol,2,Winter
2023-02-07,S5,P523,Bakery,South,Rainy,Low,95,1.13,0.25,658,102,0,5.43,London,2,Winter
2023-02-07,S5,P258,Dairy,West,Sunny,Low,79,5.81,0.25,927,83,0,3.24,Bristol,2,Winter
2023-02-07,S5,P641,Snacks,East,Cloudy,Low,116,4.91,0.1,219,116,0,1.4,Norwich,2,Winter
2023-02-07,S5,P787,Produce,North,Stormy,Low,85,2.98,0.2,490,79,0,4.43,Leeds,2,Winter
2023-02-08,S1,P667,Beverages,North,Stormy,Medium,147,8.43,0.24,147,153,0,7.59,Leeds,2,Winter
2023-02-08,S1,P103,Bakery,West,Sunny,Medium,119,8.16,0.29,354,123,0,6.09,Manchester,2,Winter
2023-02-08,S1,P601,Dairy,North,Rainy,Low,82,1.24,0.24,248,76,0,5.55,Leeds,2,Winter
2023-02-08,S1,P801,Snacks,West,Cloudy,Medium,101,8.93,0.12,679,101,0,4.15,Bristol,2,Winter
2023-02-08,S1,P612,Produce,North,Stormy,Medium,129,9.53,0.11,919,120,0,8.96,Leeds,2,Winter
2023-02-08,S2,P104,Beverages,South,Sunny,Low,149,9.8,0.25,405,153,0,8.29,London,2,Winter
2023-02-08,S2,P402,Bakery,West,Stormy,Medium,93,7.5,0.05,169,86,0,5.15,Bristol,2,Winter
2023-02-08,S2,P667,Dairy,North,Cloudy,Medium,80,4.45,0.08,574,85,0,8.78,Leeds,2,Winter
2023-02-08,S2,P150,Snacks,West,Rainy,Low,88,7.35,0.15,798,94,0,8.69,Bristol,2,Winter
2023-02-08,S2,P909,Produce,East,Sunny,Medium,117,7.38,0.02,159,120,0,5.78,Manchester,2,Winter
2023-02-08,S3,P664,Beverages,West,Rainy,Medium,169,1.72,0.23,381,176,0,6.89,Bristol,2,Winter
2023-02-08,S3,P848,Bakery,West,Sunny,Low,106,9.88,0.21,810,103,0,8.89,Bristol,2,Winter
2023-02-08,S3,P435,Dairy,East,Rainy,Low,102,7.48,0.03,347,108,0,1.07,Norwich,2,Winter
2023-02-08,S3,P615,Snacks,West,Rainy,Low,85,2.62,0.25,802,91,0,2.5,Bristol,2,Winter
2023-02-08,S3,P967,Produce,North,Rainy,Low,95,1.53,0.09,659,100,0,6.38,Leeds,2,Winter
2023-02-08,S4,P705,Beverages,South,Cloudy,Low,152,2.92,0.18,643,157,0,9.54,London,2,Winter
2023-02-08,S4,P925,Bakery,West,Cloudy,High,111,3.62,0.09,441,116,0,3.07,Bristol,2,Winter
2023-02-08,S4,P211,Dairy,South,Sunny,Medium,81,1.63,0.29,112,88,0,9.74,London,2,Winter
2023-02-08,S4,P280,Snacks,South,Sunny,Medium,79,2.7,0.26,159,85,0,8.43,London,2,Winter
2023-02-08,S4,P388,Produce,East,Sunny,Medium,107,5.03,0.13,957,115,0,9.59,Norwich,2,Winter
2023-02-08,S5,P400,Beverages,West,Sunny,High,172,2.09,0.05,329,168,0,6.81,Bristol,2,Winter
2023-02-08,S5,P662,Bakery,North,Sunny,Low,81,2.01,0.09,365,85,0,7.78,Leeds,2,Winter
2023-02-08,S5,P564,Dairy,South,Sunny,Low,100,1.39,0.1,105,106,0,6.15,London,2,Winter
2023-02-08,S5,P906,Snacks,South,Sunny,High,54,2.93,0.15,693,60,1,9.82,London,2,Winter
2023-02-08,S5,P264,Produce,South,Sunny,Low,69,2.44,0.16,176,75,0,3.74,London,2,Winter
2023-02-09,S1,P308,Beverages,North,Sunny,Medium,165,7.48,0.16,545,169,0,5.42,Leeds,2,Winter
2023-02-09,S1,P458,Bakery,West,Rainy,Low,119,1.85,0.3,668,128,0,9.68,Bristol,2,Winter
2023-02-09,S1,P592,Dairy,North,Cloudy,Medium,98,4.97,0.19,866,106,0,1.64,Leeds,2,Winter
2023-02-09,S1,P263,Snacks,West,Sunny,Medium,71,5.06,0.25,630,78,0,9.52,Bristol,2,Winter
2023-02-09,S1,P897,Produce,South,Rainy,High,64,1.96,0.15,232,73,0,8.94,London,2,Winter
2023-02-09,S2,P619,Beverages,North,Rainy,Medium,119,6.59,0.27,779,109,0,3.8,Leeds,2,Winter
2023-02-09,S2,P622,Bakery,East,Sunny,Low,76,4.42,0.1,245,68,0,3.27,Norwich,2,Winter
2023-02-09,S2,P285,Dairy,South,Sunny,Medium,92,4.2,0.24,173,99,0,3.02,London,2,Winter
2023-02-09,S2,P948,Snacks,South,Sunny,Low,75,5.48,0.1,475,68,0,9.19,London,2,Winter
2023-02-09,S2,P906,Produce,West,Sunny,Low,123,8.32,0.15,733,125,0,8.73,Bristol,2,Winter
2023-02-09,S3,P443,Beverages,North,Stormy,Low,161,9.84,0.26,161,159,0,2.49,Leeds,2,Winter
2023-02-09,S3,P479,Bakery,North,Sunny,Medium,96,6.06,0.24,787,98,0,1.43,Leeds,2,Winter
2023-02-09,S3,P886,Dairy,West,Rainy,Low,114,6.98,0.09,678,113,0,9.26,Bristol,2,Winter
2023-02-09,S3,P277,Snacks,East,Sunny,Medium,83,4.39,0.2,987,77,0,9.88,Norwich,2,Winter
2023-02-09,S3,P890,Produce,North,Sunny,Low,92,3.02,0.16,829,88,0,9.12,Leeds,2,Winter
2023-02-09,S4,P550,Beverages,South,Sunny,Medium,143,6.4,0.04,525,151,0,2.97,London,2,Winter
2023-02-09,S4,P950,Bakery,South,Rainy,Low,118,2.44,0.12,475,114,0,5.62,London,2,Winter
2023-02-09,S4,P503,Dairy,South,Sunny,Medium,52,3.31,0.0,340,56,0,6.94,London,2,Winter
2023-02-09,S4,P405,Snacks,South,Sunny,Medium,79,3.08,0.22,846,75,0,2.86,London,2,Winter
2023-02-09,S4,P472,Produce,West,Cloudy,High,79,1.02,0.14,109,77,0,2.27,Bristol,2,Winter
2023-02-09,S5,P841,Beverages,West,Sunny,Medium,140,5.49,0.06,647,141,0,6.66,Bristol,2,Winter
2023-02-09,S5,P625,Bakery,North,Sunny,Medium,87,9.7,0.25,924,80,0,2.18,Leeds,2,Winter
2023-02-09,S5,P879,Dairy,East,Cloudy,Medium,108,8.05,0.22,629,106,0,5.59,Norwich,2,Winter
2023-02-09,S5,P354,Snacks,East,Rainy,Low,77,7.19,0.24,610,78,0,9.38,Norwich,2,Winter
2023-02-09,S5,P264,Produce,South,Sunny,Medium,117,7.92,0.07,303,123,0,1.72,London,2,Winter
2023-02-10,S1,P371,Beverages,North,Rainy,High,161,7.85,0.3,454,152,0,8.4,Leeds,2,Winter
2023-02-10,S1,P924,Bakery,North,Sunny,Medium,75,5.18,0.16,202,68,0,4.69,Leeds,2,Winter
2023-02-10,S1,P308,Dairy,North,Sunny,Medium,101,7.92,0.03,126,99,0,1.01,Leeds,2,Winter
2023-02-10,S1,P439,Snacks,North,Rainy,Low,114,5.39,0.21,415,106,1,6.81,Leeds,2,Winter
2023-02-10,S1,P775,Produce,North,Cloudy,Low,107,6.04,0.24,746,107,0,9.88,Leeds,2,Winter
2023-02-10,S2,P156,Beverages,West,Rainy,Low,133,1.75,0.09,264,125,0,6.36,Bristol,2,Winter
2023-02-10,S2,P189,Bakery,West,Sunny,Medium,113,5.28,0.3,768,114,0,5.28,Bristol,2,Winter
2023-02-10,S2,P115,Dairy,North,Rainy,Medium,108,9.06,0.05,717,110,1,1.45,Leeds,2,Winter
2023-02-10,S2,P932,Snacks,West,Sunny,Medium,106,9.92,0.09,600,112,0,8.11,Bristol,2,Winter
2023-02-10,S2,P972,Produce,West,Rainy,Low,105,1.39,0.27,765,109,0,6.17,Bristol,2,Winter
2023-02-10,S3,P690,Beverages,South,Cloudy,Medium,131,4.6,0.11,873,129,0,7.24,London,2,Winter
2023-02-10,S3,P136,Bakery,South,Sunny,Low,91,3.59,0.23,629,82,0,6.22,London,2,Winter
2023-02-10,S3,P560,Dairy,East,Sunny,Low,108,4.81,0.17,738,116,1,2.96,Norwich,2,Winter
2023-02-10,S3,P691,Snacks,North,Cloudy,High,134,2.66,0.09,160,141,0,9.91,Leeds,2,Winter
2023-02-10,S3,P179,Produce,West,Sunny,Medium,118,1.37,0.01,274,113,0,4.7,Bristol,2,Winter
2023-02-10,S4,P861,Beverages,North,Sunny,Low,160,1.27,0.1,372,151,0,7.79,Leeds,2,Winter
2023-02-10,S4,P177,Bakery,South,Stormy,Low,94,5.89,0.01,964,86,0,5.79,London,2,Winter
2023-02-10,S4,P627,Dairy,West,Rainy,Medium,111,7.99,0.09,260,115,0,3.05,Bristol,2,Winter
2023-02-10,S4,P829,Snacks,South,Rainy,Low,110,2.79,0.02,379,114,0,3.6,London,2,Winter
2023-02-10,S4,P411,Produce,North,Sunny,High,119,5.23,0.17,193,128,0,4.48,Leeds,2,Winter
2023-02-10,S5,P973,Beverages,West,Sunny,Low,167,8.13,0.29,437,158,0,5.36,Bristol,2,Winter
2023-02-10,S5,P891,Bakery,South,Sunny,Medium,112,6.4,0.05,936,103,0,6.11,London,2,Winter
